"pitch_speed","pitch_spin","pitch_horizontal_movement","pitch_vertical_movement","plate_x","plate_z","pitcher_hand","launch_angle","launch_speed","stand","home_run"
93.6,2231,-1.17,0.93,-0.64,3.35,"R",64,73.9,"L",0
88.5,2027,1.09,0.31,0.21,2.04,"L",4,100.3,"R",0
87.6,2166,1.19,0.07,0.2,2.43,"L",37,85.1,"R",0
86.9,1587,-1,0.56,0.17,1.89,"R",26,106.3,"R",1
81.7,1847,1.26,0.5,1.11,2.5,"L",61,76.5,"R",0
94.5,2012,-1.1,1.1,-0.7,2.52,"R",11,102.7,"L",0
83.2,1331,-0.45,0.58,-1.02,3.91,"R",-9,104.6,"L",0
89.7,1756,1.22,0.76,-0.01,1.72,"L",-6,104,"R",0
92.9,2507,0.15,0.85,0.44,1.58,"R",16,80.3,"R",0
96.3,2389,-0.63,1.27,0.23,2.41,"R",25.9997197558269,103.84075,"L",0
95.1,2420,-0.45,1.48,0.46,2.68,"R",4,81.9,"R",0
90.9,1916,-1.22,0.31,-0.62,3.22,"R",69,80,"R",0
92.4,2139,-0.85,0.93,-0.37,2.46,"R",24,104.2,"L",1
76.9,2256,-0.45,-0.71,0.18,2.49,"L",73,71.1,"R",0
97.4,2548,-0.66,1.47,0.67,3.31,"R",22,66.3,"L",0
103.8,2313,-1.03,1.11,0.61,2.44,"R",30,86,"L",0
93.4,2021,-1.18,0.88,-0.03,2.65,"R",32,79.5,"L",0
88,2199,-1.4,0.65,0.66,2.86,"R",19,98.1,"R",0
94.6,2147,1.33,0.25,0.45,2.11,"L",-16.33,82.9,"R",0
92.9,2199,-0.37,1.43,0.25,2.17,"R",9,107.1,"R",0
76.3,2486,1.13,-1,0.19,2.8,"R",50,73.6,"R",0
95.5,2065,-1.34,0.36,-1.17,1.96,"R",-1,71.7,"L",0
92.8,2498,0.25,0.49,1.28,1.33,"R",27,67.4,"R",0
94.7,2075,0.67,1.37,0.25,2.92,"L",9,99.6,"L",0
85.3,1840,-1.35,0.23,-0.85,1.48,"R",21,76.3,"L",0
79.9,2435,0.9,-0.29,0.29,2.18,"R",-3,90.8,"R",0
91.7,2115,0.28,1.3,0.53,3.37,"L",-39,41.8,"R",0
92.8,2079,1.74,0.72,-0.22,1.39,"L",7,76.9,"R",0
92.8,2273,-1.27,0.63,0.86,2.42,"R",10,85.3,"L",0
92,2490,0.17,0.61,0.68,3.25,"R",-17,86.6,"L",0
90.6,2145,-1.05,0.66,-0.54,1.04,"R",-18,72.4,"L",0
90.5,1886,-0.49,0.72,0.19,2.61,"R",21,97.3,"L",0
91.7,2608,0.03,0.83,-0.03,2.67,"R",-33,68.2,"L",0
93.4,2273,-1.25,1.02,-0.97,3.09,"R",69,80,"R",0
85.3,2092,0.35,0.37,0.74,2.06,"R",-17,95.2,"R",0
95.9,2022,-1.17,0.85,0.66,2.22,"R",18,96.5,"R",0
77.2,2288,0.71,-0.14,0.75,1.9,"R",-57,55.6,"R",0
93,2154,-1.39,1.08,0.82,3.47,"R",-68,57,"L",0
88.9,1460,-0.66,0.16,-0.33,0.54,"R",-33,55.5,"L",0
90.6,2462,-0.06,0.67,0.49,2.48,"R",14,81.5,"L",0
92.9,2155,-1.23,0.56,-0.28,2.73,"R",-23,95.3,"R",0
89.4,2419,-0.51,0.35,-0.04,2.48,"R",5,104.3,"R",0
86.5,2173,-1.34,0.07,0.51,2.44,"R",23,100.7,"L",1
90.5,2018,-1.36,0.49,-1.19,3.08,"R",13,77.6,"R",0
88.3,2541,0.56,-0.03,0.33,1.76,"R",18,91.7,"R",0
94,2456,-0.21,1.34,0.64,2.55,"R",69,80,"R",0
95.2,2172,-1.14,1.17,-0.15,2.62,"R",24,100.3,"R",0
94.7,2244,-0.71,1.17,-0.26,1.96,"R",22,97.3,"L",0
94.9,2269,-1.31,0.8,0.41,2.75,"R",11,99.7,"R",0
85.6,2260,-0.31,0.78,0.92,1.22,"L",10,82.2,"R",0
93.8,2359,1.01,1.36,0.9,1.59,"L",-10,82,"R",0
77.9,2969,1.11,0.53,0.74,2.2,"L",-12,71.7,"R",0
88.2,2162,0,1.66,-0.24,1.87,"L",3,110.4,"R",0
89.4,1911,1.15,1.39,-0.21,2.22,"L",57,88.3,"R",0
90.4,2229,0.67,1.63,-0.59,3.56,"L",25.1471428571429,99.1996,"L",0
90.6,1982,-1.22,1.27,-0.67,3.02,"R",-11,66.2,"L",0
86.9,1610,-0.9,0.23,-0.35,1.37,"R",-14,98.3,"L",0
88.3,1984,1.39,0.52,0.77,2.75,"L",13,84.6,"R",0
83,2393,0.29,0.09,0.61,1.58,"R",20,103.4,"R",0
91.6,2063,1.02,1.23,0.47,2.45,"L",-2,88.6,"L",0
86.8,1969,-1.32,1.09,-0.43,2.47,"R",29,104.3,"L",1
93.9,2695,-1.02,1.65,0.12,3.26,"R",27,70.8,"R",0
80.9,2392,0.6,-1.1,0.17,2.15,"R",-29,89.4,"R",0
79.8,2661,-0.54,-0.55,-0.53,1.53,"L",29,102.6,"R",0
84.1,1988,0,0.9,0.4,2.35,"L",18,102.6,"R",0
83.1,2908,0.97,-0.19,-0.38,1.13,"R",37,75.8,"L",0
88.7,2091,0.73,0.77,-0.45,1.67,"L",-21,75.5,"L",0
93.7,2402,-1.46,0.47,-0.4,2.12,"R",-10,103.7,"R",0
81.9,2661,0.76,-0.35,1.13,2.22,"R",-22,66.1,"R",0
92,2606,0.61,0.64,-0.06,3.48,"R",76,71.8,"R",0
88.3,2616,0.21,0.5,-0.15,3.02,"R",22,76.3,"R",0
93.4,2180,-0.58,1.06,-0.61,2.92,"R",3,97,"L",0
80.3,1462,-0.82,0.22,0.24,2.11,"R",21,97.5,"R",0
84.4,1582,-0.56,0.42,-0.15,1.49,"R",-16,88.6,"L",0
93.6,2269,-0.38,1.39,0.81,1.72,"R",1,112.3,"R",0
88.6,2152,0.29,0.07,0.35,1.25,"R",-14,93.7,"R",0
91.1,1942,-1.28,0.39,0.02,1.6,"R",12,97.2,"L",0
92.7,1930,-1.14,0.9,-0.5,2.27,"R",38,98.8,"R",1
85.5,2631,0.41,0.7,0.63,2.55,"R",18,106.1,"R",0
83.9,2411,0.11,-0.03,-0.14,2.38,"L",10,91.9,"L",0
97.2,2247,-0.52,1.31,-0.01,3.42,"R",18,95.7,"R",0
99.1,2343,-1.44,0.25,-0.14,2.33,"R",-21,82.9,"R",0
86.7,2368.01025641026,0.16,0.05,0.57,1.73,"R",11,83.2,"R",0
94.1,2167,-0.02,1.34,-0.1,3.75,"R",40,71.5,"L",0
96.5,2105,-1.19,1.04,-0.72,2.95,"R",8,101.7,"L",0
86,1582,-0.86,0.78,-0.41,2.37,"R",-28,88.3,"L",0
80.5,2220,-0.43,-0.03,0.41,1,"L",-21,82.9,"R",0
83.2,2168,1.2,1.07,0.51,2.02,"L",34,89.4,"R",0
86.7,2079,-0.11,0.89,-0.46,2,"L",5,104.1,"L",0
93.5,1997,-0.71,1.09,-0.51,2.23,"R",8,102.8,"R",0
83.7,1503,-1.07,0.22,-0.85,2.3,"R",-4,66.7,"L",0
88.2,2298,-0.22,0.56,0.44,3.28,"L",69,80,"L",0
77.7,2620,0.67,-1.25,0.1,2.22,"R",34,99.6,"L",1
87.3,2111,-1.21,0.46,-0.09,2.77,"R",32,105.5,"R",1
94.1,2211,-0.92,0.51,0.51,1.84,"R",-22,71.8,"L",0
90.5,2481,0.84,1.19,0.71,3.73,"L",11,100.8,"R",0
87,1864,1.52,0.62,0.79,1.04,"L",-3,85.4,"R",0
91.3,2259,-0.5,1.48,0.41,3.34,"R",69,80,"L",0
81.3,2040,0.13,-0.19,0.12,1.75,"L",-7,73.5,"R",0
79.2,2345,1.41,0.14,1.3,2.35,"R",19,93.7,"R",0
88.8,2261,0.03,0.92,-0.15,2.29,"L",46,97.4,"R",0
92.4,2359,0.65,1.53,0.14,2.38,"L",-19,98.6,"R",0
94.8,2434,0.06,1.55,-0.01,1.47,"R",-3,106,"R",0
95.8,2240,-0.88,1.2,-0.54,2.62,"R",43,67.7,"R",0
81.7,1725,1.15,0.75,0.17,2.38,"L",20,84.6,"R",0
87.2,2572,0.3,0.48,-0.35,3.04,"R",69,80,"R",0
90.8,2144,-1.17,1.18,0.58,2.15,"R",-3,93.4,"R",0
85.3,2793,0.49,-0.22,0.42,0.97,"R",-15,86,"R",0
94.5,2349,-0.57,1.15,0.26,1.56,"R",-1,83.8,"R",0
89.7,2180,-0.33,1.56,1.23,3.41,"R",34,79.9,"L",0
93.5,2116,-0.67,0.39,0.2,2.7,"R",20,100.3,"L",0
84.7,2161,-1.63,0.13,0.54,1.79,"R",78,80.3,"L",0
90.2,2210,-0.71,1.1,-0.31,2.38,"R",-11,88,"L",0
92.1,2182,1.61,0.44,-0.14,2.05,"L",53,84.4,"R",0
95.9,2258,-0.51,0.94,0,2.41,"R",31,101.8,"R",0
80.2,2497,-1.56,-0.55,-0.08,2.31,"L",57,88.4,"L",0
91,2542,-0.14,1.2,0.41,2.33,"R",38,88.6,"R",0
95.8,2235,-0.85,1.51,0.48,1.44,"R",-21,82.9,"L",0
91.9,2290,-1.13,1.08,-0.28,1.5,"R",5,105.5,"L",0
94.8,1741,-0.82,1.05,0.44,1.88,"R",7,104.1,"R",0
83,2185,0.28,0.26,-0.08,1.85,"R",42,94,"R",0
92.8,2028,-1.23,0.68,-0.52,2.1,"R",-8,98.5,"R",0
91.6,2641,0.25,0.86,0.39,2.4,"R",8,96.2,"L",0
92,2036,0.39,1.35,-0.42,2.44,"L",1,88.5,"R",0
90.8,2030,-0.16,0.92,0.2,3.21,"R",21,103.8,"R",0
92.7,2239,-1.23,0.41,-0.62,2.22,"R",32,94,"L",0
93.2,2160,0.54,1.18,-0.05,2.88,"L",-17,95,"L",0
94.4,2300,0.66,0.69,-0.35,3.24,"L",-63,78.2,"R",0
88,2268,-0.2,0.37,-1.02,2.55,"L",-77,69,"L",0
86.4,2215,0.32,0.12,-0.09,2.27,"R",-18,97.9,"L",0
87.4,2269,-0.14,0.48,-0.03,1.83,"L",-58,80.4,"R",0
93.6,2102,-0.39,1.32,0.44,2.36,"R",-9,69.3,"L",0
81.3,2039,0.03,0.31,0.19,1.51,"R",3,99.6,"R",0
96.7,2123,-0.67,1.04,-0.41,2.97,"R",10,106,"L",0
94.2,2133,-0.42,1.6,-0.41,2.48,"R",69,80,"L",0
89.6,2199,1.27,0.78,1.15,2.02,"L",27,74.5,"R",0
92.9,2195,-1.03,0.4,0.2,2.64,"R",-22,103,"R",0
82.6,1544,-1.25,0.6,-1.25,2.12,"R",64,66.8,"L",0
92.6,2413,-0.15,1.62,-0.88,3.69,"R",39,72.4,"R",0
91.7,2109,-0.5,1.27,-0.08,2.5,"R",69,80,"L",0
94.1,2402,-0.41,1.5,-0.34,1.95,"R",2,103.6,"R",0
87.6,2010,0.72,1.43,0.18,2.28,"L",-2,102.4,"R",0
82.4,2078,-1.23,0.49,0.52,2.58,"R",4,77.8,"L",0
81.2,2013,0.43,-0.64,-0.13,2.22,"R",-7,93.5,"L",0
81.7,2277,-1.24,0.05,-0.07,2.29,"R",5,102.1,"R",0
92.8,2143,-1.07,1.08,-0.96,2.98,"R",30,100.4,"R",1
85.3,1719,-0.89,0.39,-0.34,2.05,"R",-9,105.7,"L",0
83.9,2194,0.06,0.72,0.35,1.56,"R",-13,98.1,"R",0
91.5,2157,1.06,0.87,0.75,3.57,"L",38,69.7,"L",0
93.8,2327,0.79,1.38,-0.33,2.3,"L",0,98.2,"R",0
89.3,1859,-0.24,0.98,0.43,2.24,"R",11,95.6,"L",0
94.2,2136,-1.09,0.92,-0.39,1.99,"R",-21,82.9,"R",0
87.5,2310,-0.07,1.05,-0.44,2.69,"L",42,79.8,"R",0
91.7,2239,-1.46,1.14,-0.52,1.67,"R",3,98.2,"R",0
93.3,2215,-0.52,1.36,0.05,2.93,"R",34,101.5,"L",1
92,2002,0.22,0.46,0.76,2.17,"R",17,76.9,"R",0
94.3,2729,0.75,1.16,0.05,2.97,"L",11,98.4,"R",0
77,2788,1.22,-0.92,-0.76,2.78,"R",-1,94.4,"L",0
86.2,2366,-0.09,1.19,-0.43,2.03,"L",-12,92.2,"R",0
95,2314,-0.83,1.11,-0.09,3.28,"R",17,93.5,"L",0
95.8,2467,-0.7,1.22,-0.4,2.5,"R",31,97.7,"L",0
95.5,2357,-1.15,1.02,0.4,1.85,"R",31,96.8,"L",0
90.9,1998,0.54,1.11,0.7,2.83,"L",25,106.3,"R",1
93.4,2230,-0.7,1.22,0.59,3.55,"R",0,84.7,"R",0
95.9,2134,-0.93,0.76,-0.76,2.46,"R",-10,93.3,"R",0
95.9,2292,-0.6,1.64,0.35,3.43,"R",45,36.9,"L",0
93.4,1889,-0.42,1.38,0.44,3.17,"R",46,95.2,"L",0
92.1,2250,-0.08,1.38,0.98,3.02,"R",6,91.5,"R",0
89,2224,0.15,0.5,0.61,2.19,"R",6,74.6,"R",0
91.4,1986,0.81,1.23,-0.57,2.31,"L",36,102.9,"R",0
94.9,2332,-1.28,0.85,-0.68,2.89,"R",19,90.3,"L",0
91.3,2062,-1.18,0.82,0.26,3.56,"R",22,84.3,"R",0
82.5,2235,0.33,0.55,0.92,1.54,"R",-3,67.6,"R",0
97.8,2426,-0.64,1.57,-0.31,2.05,"R",44,89.7,"R",0
82,2266,0.15,0.42,0.97,2.04,"L",16,91.4,"L",0
89,2108,0.04,1.19,-0.25,2.38,"R",55,89.6,"R",0
93.8,2368,-0.82,0.95,-0.71,2.64,"R",5,101.5,"L",0
94.2,2008,-0.64,0.84,-0.29,2.27,"R",16,87.9,"L",0
90.4,2179,0.6,1.44,-0.46,2.59,"L",69,80,"R",0
76,2506,0.01,-0.81,-0.51,2.86,"L",30,66.1,"R",0
82.5,2301,0.11,0.06,-0.31,2.84,"R",2,103.5,"R",0
79.7,2261,0.54,-0.91,0.3,2.45,"R",13,58,"L",0
84.1,2089,0.06,0.57,-0.99,1.97,"R",-47,73.2,"L",0
82.6,2384,0.87,0.26,-0.56,2.58,"R",-6,85,"L",0
96.7,2048,-0.72,1.18,-0.63,2.91,"R",18,100.9,"L",0
89.6,1950,0.7,0.96,-0.47,2.15,"L",16,105.7,"R",0
83.7,2881,0.25,0.02,0.4,2.97,"R",69,80,"R",0
80.5,2333,1.45,-0.33,0.12,1.91,"R",6,96.1,"R",0
94.6,2155,-0.87,1.13,-0.12,3.72,"R",28,92.9,"L",0
86.6,1961,-1.16,0.36,-0.52,1.76,"R",-20,88.7,"L",0
84.9,1575,-1.12,0.63,-1.06,2.46,"R",12,96.1,"L",0
90.9,1937,-0.65,1.34,-0.93,2.6,"R",26,83.8,"R",0
96.7,2138,-0.81,1.18,0.67,2.74,"R",6,91,"L",0
93.8,2545,-0.21,1.4,-0.52,2.45,"R",28,101.8,"R",0
95,2136,-1.2,0.9,-0.27,2.74,"R",1,96.7,"R",0
92.3,1667,-1.13,1.01,0.2,1.75,"R",-4,99.9,"L",0
96.1,2083,-1.46,0.27,-0.49,3.17,"R",4,109.8,"L",0
95.1,2456,-0.85,1.56,-0.49,2.92,"R",44,95.9,"L",0
85.2,1590,-1.18,0.61,-0.07,2.22,"R",6,96,"L",0
86,2630,-0.11,0.5,0.05,2.55,"R",25,101.3,"L",1
85.1,1618,-1,0.16,-0.62,2.13,"R",2,108.2,"R",0
85.9,3150,-1.21,0.39,-0.23,1.7,"R",5,89.3,"L",0
92.5,2087,-1.36,0.8,-1.1,2.32,"R",-3,80.7,"R",0
80.8,2771,-1.12,0.12,-0.82,2.18,"L",13,98.3,"L",0
83.9,2398,-0.32,0,0.34,2.19,"L",16,98.1,"R",0
85.4,2587,0.22,0.54,0.63,2.21,"R",46,81.4,"R",0
88.7,2616,-0.08,1.03,-0.04,2.39,"L",23,106.8,"L",1
96.8,2335,-1.81,0.58,-0.11,1.66,"R",-2,107.9,"L",0
97.9,2453,-0.34,1.23,0.06,2.52,"R",4,104.3,"R",0
87.2,2502.955,0.34,-0.06,0.85,1.34,"R",-21,82.9,"R",0
85.3,2637,0.21,0.44,0.07,2.28,"R",39,89.2,"L",0
97,2373,1.12,1.22,-0.2,2.27,"L",69,80,"R",0
91.4,2285,-1.2,0.49,0.07,2.47,"R",28,95.7,"R",0
97.1,2268,-0.65,1.53,0.65,2.57,"R",-1,101.5,"R",0
79.9,1624,-1.17,0.69,-0.4,2.34,"R",47,102.4,"R",0
75.3,2772,1.07,-1.31,-0.57,1.27,"R",-21,82.9,"L",0
89.9,1615,0.68,1.18,0.19,2.24,"L",15,104.5,"R",0
93.7,2206,-0.69,1.44,-0.68,2.32,"R",24,90,"R",0
93.1,2301,-1.02,0.56,-0.52,2.98,"R",5,100.9,"R",0
92.1,1855,1.3,0.49,0.16,1.55,"L",-6,100.6,"R",0
93.6,1858,-1.31,0.85,-0.78,2.27,"R",-20,66.5,"L",0
92.8,2559,-1.02,1.4,-0.72,2.85,"R",27,102.3,"L",1
95.3,2205,-1.24,0.89,0.62,2.72,"R",30,91.1,"R",0
87.1,2662,0.29,-0.34,0.36,1.22,"R",13,80.5,"L",0
95.2,2513,-0.61,1.28,-0.57,2.81,"R",69,80,"R",0
82.9,3192,1.49,-1.01,-1.05,2.89,"R",-4,102.1,"L",0
96.5,2778,-0.75,1.35,-0.31,1.81,"R",1,100.3,"L",0
88.6,2041,-1.45,0.25,-0.15,2.08,"R",12,87.5,"R",0
95,2215,-1.51,0.7,-0.1,1.99,"R",-34,88,"R",0
91,2080,1.65,0.78,1,2.57,"L",-18,75.2,"L",0
91.3,1933,1.02,0.96,0.75,2.17,"L",24,97.7,"L",0
94.9,2428,0.46,1.36,-0.46,3.75,"L",69,80,"R",0
89.7,2424,-0.31,1.54,0.51,1.75,"L",-12,107.9,"R",0
90.6,2102,-1.05,0.67,-0.29,2.53,"R",30,83.2,"L",0
84.5,2149,0.72,1.34,-0.16,3.04,"L",56,92.4,"R",0
85,2226,0.24,0.07,0.27,1.63,"R",-1,75.4,"R",0
79.1,2422,1.13,0.1,1.07,1.77,"R",-23,66.2,"R",0
83.2,1694,-1.15,0.95,-0.3,1.6,"R",25,102.5,"L",1
90.5,1967,1.28,0.68,0.13,2.27,"L",-15,100.6,"R",0
80.1,2027,1.5,0.65,1.14,2.67,"L",49,67.1,"R",0
95.6,2216,-0.2,1.41,-0.33,3.04,"R",-30,90.1,"L",0
83.7,2471,0.56,0.27,0.4,1.95,"R",-2,99.5,"R",0
81,1492,-0.76,0.84,-0.12,1.88,"R",58,86,"R",0
90.9,2327,1.35,1.01,0.14,3.26,"L",20,88.7,"L",0
91.3,2518,-0.13,1.57,-0.29,1.24,"L",47,62.3,"L",0
89,2121,-0.61,1.06,0.74,2.27,"R",5,96.7,"R",0
90.4,1997,1.25,0.47,-0.47,2.85,"L",28,83.9,"R",0
81.7,2347,0.44,0.4,-0.32,3.01,"R",68,67.3,"R",0
84.1,1898,-0.86,-1.09,-0.21,1.36,"R",-22,72.4,"L",0
95.8,2305,-0.15,1.55,0.58,1.36,"R",-28,81.6,"R",0
83.8,2338,0.49,0.49,0.84,1.63,"R",-29,84.5,"R",0
85.3,1462,-1,0.89,-1.01,1.67,"R",55,58.9,"L",0
95.1,2333,-0.62,1.32,0.08,2.02,"R",17,103,"L",0
88.2,1101,0.42,0.41,1.11,1.58,"R",18,86.9,"R",0
98.5,2004,-0.71,1.12,0.54,2.47,"R",30,94.2,"L",0
94.5,2108,-0.63,1.25,0.12,1.86,"R",3,94,"L",0
84.2,1302,-0.45,0.39,-0.19,1.95,"R",-35,84.6,"L",0
84.9,2221,-1.02,-0.61,-0.25,2.6,"R",2,82.3,"R",0
70.7,1642,-1.26,0.76,-0.18,2.8,"R",30,81.3,"R",0
92.1,1986,0.66,1.14,1.08,1.43,"L",17,82.8,"R",0
92.1,2306,-0.56,1.34,-0.33,2.69,"R",3,93.9,"R",0
90.9,2041,-1.11,1.22,-0.98,2.44,"R",-40,69.2,"L",0
85.1,1709,1.39,0.46,0.38,1.77,"L",6,78.3,"R",0
88.9,2563,-0.24,1.04,-0.14,1.52,"L",-5,94.1,"R",0
87.5,1973,-1.12,0.76,-0.06,2.11,"R",-24,96.4,"R",0
91.3,2065,0.45,1.52,0.96,2.64,"L",34,92.7,"R",0
95,2144,0.92,0.95,-0.47,2.18,"L",25,66.7,"R",0
92.4,2180,-0.64,1.49,0.8,2.09,"R",2,88.1,"L",0
92.5,2312,-1.3,1.2,-0.85,1.78,"R",41,91,"R",0
91.7,2196,-1.48,1,-0.32,1.86,"R",3,55.7,"R",0
92.9,2394,-0.55,1.75,0.63,2.62,"R",19,103.4,"R",0
95.8,2227,-0.97,1.2,-0.07,2.3,"R",14,96,"R",0
90.7,2073,0.71,1.36,-0.66,2.91,"L",49,87,"R",0
93.5,2349,-0.89,1.28,0.25,3.05,"R",21,89.5,"R",0
91.6,2234,0.61,1.73,-0.08,2.79,"L",69,80,"R",0
94.5,2109,1.36,0.57,0.62,2.78,"L",10,65.8,"L",0
96.6,2588,-1.1,1.55,-0.89,2.9,"R",32,93.9,"L",0
93.3,2366,-1.69,-0.04,-0.26,2.17,"R",4,103.9,"L",0
84.2,2328,0.22,-0.01,0.17,2.69,"R",34,102.7,"R",0
89.3,2467,-0.3,0.84,-0.27,2.58,"L",-31,81.2,"L",0
83.2,2206,-0.21,0.44,-0.07,2.35,"L",23,81.5,"R",0
96.8,2256,-1.28,0.47,0.43,2.32,"R",-29,92.2,"R",0
91.2,2203,1.25,1.1,-0.53,1.58,"L",-21,82.9,"L",0
94.1,2016,-1.48,0.76,-0.77,2.63,"R",-9,95.5,"L",0
88.2,2705,0.03,0.26,0.38,2.4,"R",19,94.5,"R",0
94,2053,0.89,0.21,-0.02,3.03,"L",-16,91.4,"R",0
94.5,1873,-0.94,1.05,0.71,2.7,"R",-11,100.7,"R",0
96.7,2452,0.34,1.53,-1.15,2.12,"L",25,70.6,"L",0
91.9,2260,-0.17,1.27,-0.31,2.33,"R",7,97.9,"L",0
96.9,2183,-0.14,0.81,0.63,2.81,"R",28,73.8,"L",0
93.3,2195,-0.76,1.39,-0.42,2.52,"R",57,96.4,"R",0
83.4,2573,0.66,0.1,0.69,1.85,"R",77,69.8,"R",0
81.6,1551,1.13,0.54,0.65,1.83,"L",31,90.6,"R",0
89.8,1974,0.62,1.31,-0.02,2.72,"L",49,99.7,"R",0
91.7,2334,-0.53,1.29,1.05,1.69,"R",-27,83.7,"R",0
87.2,2331,0.41,0.99,0.91,1.73,"R",27,76,"R",0
89.6,2097,-0.3,1.31,-0.32,2.36,"R",22,102.9,"L",0
84.7,2413,0.31,-0.17,0.06,2.01,"R",31,102.5,"R",0
92.3,2179,-1.01,1.09,-0.93,2.81,"R",-15,80.6,"L",0
90.8,2014,0.66,0.97,-0.36,2.18,"L",-6,91.9,"R",0
91.1,1987,0.42,1.49,-0.75,3.78,"L",69,80,"R",0
93.6,2165,-0.96,1.09,-0.07,2.06,"R",5,106.9,"L",0
91.9,2005,0.48,1.13,-0.32,2.51,"L",21,79.4,"R",0
89.9,2312,-1.15,1.21,-0.89,2.92,"R",0,101.5,"L",0
94.4,2220,1.57,0.2,0.54,2.08,"L",-36,93.8,"R",0
77.4,2124,1.43,0.06,0.3,2.21,"R",25.29,101.48525,"L",0
74.6,2486,-1.07,-1,-0.68,1.72,"L",-21,82.9,"R",0
88.8,2275,-0.48,1.36,-0.01,3.52,"R",39,96.6,"L",0
90.6,2320,0.58,1.58,0.55,3.18,"L",21,100,"R",0
90.8,1992,0.76,1.35,0.02,2.52,"L",55,85.1,"R",0
80.5,2172.74,-0.21,-0.03,0,2.08,"L",21,98.2,"L",0
91.6,2052,-0.78,1.24,0.57,2.87,"R",64,93.7,"L",0
83.8,2387,-0.08,1.01,0.73,1.92,"R",2,112.3,"R",0
88,1999,-0.07,0.48,0.25,2.11,"L",23,94.6,"R",0
90,2783,0.05,0.28,0.35,2.32,"R",-10,78.8,"R",0
77.8,2655,-1.58,-0.17,-0.11,1.81,"L",26,102.4,"L",0
92.9,2579,0.66,1.17,0.81,1.62,"R",35,63,"R",0
96.8,2650,-0.68,1.62,-0.26,3.27,"R",39,81.8,"R",0
85.4,2178,-0.21,1.51,-0.95,2.1,"R",31,85,"L",0
94.2,2016,-0.15,1.14,1.12,2.56,"R",-17,93.4,"R",0
99.2,2543,-0.39,1.68,-0.42,2.71,"R",69,80,"R",0
79,2389,1.46,-0.01,-0.3,2.14,"R",18,103.2,"L",0
92.2,2079,-1.12,1.11,-0.04,3.26,"R",-61,71.3,"R",0
96.6,2326,0.68,1.11,-0.16,1.72,"L",-19,100,"R",0
92.4,2465,0.21,0.76,0.44,2.28,"R",40,96.6,"L",0
90.9,2291,0.28,0.47,0.31,2.62,"R",10,100.3,"R",0
91.6,1997,-0.91,1.13,0.65,2.16,"R",25,95.7,"R",0
97.1,2295,-1.05,1.36,-0.44,3.4,"R",24,73.2,"R",0
93.6,2450,-1.06,1.28,-0.1,2.19,"R",-13,108.1,"R",0
86,2518,-0.18,0.46,0.01,1.51,"R",41,90,"R",0
94.8,2215,-0.76,1.08,0.17,3.22,"R",30,102.1,"L",1
90.1,2144,0.37,1.31,-0.39,2.7,"L",13,98.2,"R",0
90.3,2305,-1.53,0.65,-0.68,2.93,"R",-22,76.1,"R",0
88.3,2361,1.1,1.41,0.36,1.94,"L",3,103.8,"R",0
95.6,2290,-1.29,0.94,-0.03,2.63,"R",16,99.2,"L",0
90,2151,-1.05,1.02,0.18,2.45,"R",25,97.1,"R",0
87.5,1822,0.45,0.55,0.79,2.29,"L",-1,92.5,"L",0
78.2,1531,0.96,0.61,-0.02,1.59,"L",40,86.1,"R",0
80.2,2419,0.84,-1.21,-0.25,2.47,"R",7,92.7,"L",0
91.1,2338,-1.6,0.53,-0.43,2.01,"R",21,92.6,"L",0
88.7,2282,-0.52,0.71,0.13,2.08,"L",17,96.4,"L",0
85.2,1779,1.03,0.95,1.66,1.99,"L",-5,72.1,"R",0
98,2189,-1.01,0.76,-0.57,1.99,"R",-21,82.9,"R",0
82.1,2568,0.6,-0.26,0.9,1.31,"R",4,76.7,"R",0
95.1,1986,-1.35,0.96,-1.18,3.02,"R",37,55.3,"R",0
95.6,2493,-0.5,1.59,0.6,2.92,"R",69,80,"L",0
94.7,2444,-0.57,1.41,-0.29,2.5,"R",50,87.1,"L",0
93.5,2235,-0.93,1.16,-0.22,1.9,"R",17,95.4,"L",0
82.3,1430,1.48,0.87,-0.33,1.75,"L",41,86.6,"L",0
86.4,2527,-0.23,-0.05,-0.31,1.49,"L",-32,66.7,"L",0
83.5,2025,1,0.21,-0.45,1.89,"R",36,84.9,"R",0
95.2,2399,-0.63,1.17,-0.02,1.54,"R",-21,82.9,"L",0
84.6,2314,0.19,-0.34,-0.04,2.06,"R",34,100.1,"R",0
92.8,2338,-0.85,1.14,-0.21,4.11,"R",-10,68.5,"R",0
90.6,2462,0.44,0.84,0.18,2.28,"R",69,80,"L",0
86.7,2258,0.08,0.21,0.44,2.15,"R",-37,80.8,"R",0
92.6,2427,-0.39,1.27,-0.21,1.81,"R",27,92.9,"L",0
89.4,2199,-1.32,0.21,-0.03,2.15,"R",15,107.5,"R",0
85.4,2127,1.53,1.01,0.44,2.82,"L",50,95.5,"R",0
89.8,2224,0.98,1.09,0.65,2.21,"L",37,94.1,"R",0
94.1,2132,-0.9,0.68,0.69,3.16,"R",66,70.9,"L",0
87.3,2604,-0.46,0.58,-1.21,2.67,"L",-48,68.4,"L",0
85.8,2340,1.27,1.01,0.09,1.98,"L",-1,82.3,"R",0
84.5,2192,0.3,0.56,0.46,1.26,"R",43,56.9,"L",0
87.4,2448,0.25,0.46,0.49,3.02,"R",69,80,"R",0
91.5,2350,-0.12,1.41,0.75,1.96,"R",31,82.9,"R",0
