"pitch_speed","pitch_spin","pitch_horizontal_movement","pitch_vertical_movement","plate_x","plate_z","pitcher_hand","launch_angle","launch_speed","stand","home_run"
88.5,1776,0.76,1.56,0.69,2.08,"L",4,84,"L",0
94,2195,-0.73,1.68,-0.58,1.77,"R",11.52625,96.7728962365592,"L",0
91,1935,1.26,1.66,0.06,2.54,"L",32,99.4,"L",0
92.5,2190,-1.46,0.7,0.21,2.03,"R",32,92.1,"L",0
97.7,2429,-0.21,1.67,0.89,3.32,"R",33,51.2,"L",0
91.8,2233,-1.07,1.12,-0.81,2.25,"R",20,109.2,"R",1
82.4,2579,0.58,0.13,-0.01,1.55,"R",1,100,"R",0
95.7,2165,1.59,1.31,0.61,3.01,"L",32,102.8,"R",0
94,2120,-0.86,0.94,0.73,2.3,"R",-13,80.4,"R",0
90.9,2152,-1.02,1.02,0.5,1.76,"R",-21,82.9,"R",0
91.2,2053,-1.26,0.4,-0.05,2.13,"R",17,109.1,"R",0
91.4,2139,-0.32,1.63,0.98,2.96,"R",46,71.1,"L",0
89.2,2375,0.92,0.41,0.48,2,"R",0,96.9,"R",0
82,1167,-0.79,0.03,-0.15,1.9,"R",3,86.9,"L",0
91,1991,-1.03,0.58,0.79,2.63,"R",-37,80.6,"R",0
79,2507,0.74,-0.68,-0.26,1.35,"R",-18,80.6,"L",0
97,1960,-0.32,1.59,0.79,2.68,"R",8,102.6,"R",0
91.1,2736,-0.11,0.76,0.87,1.92,"R",39,77.9,"R",0
89.1,2262,0.74,0.31,0.54,2.69,"R",36,90.2,"R",0
94,2182,-1.74,0.12,0.23,1.38,"R",-21,82.9,"R",0
92.2,2223,-0.79,1.77,-0.23,2.69,"R",51,79.9,"L",0
94.5,2015,-0.67,1.23,-1.22,2.87,"R",8,53,"R",0
97.6,2342,-0.81,1.62,0.1,2.33,"R",69,80,"R",0
91.3,1982,-1.04,1.01,0.88,2.08,"R",48,79.3,"L",0
82.1,2854,0.61,-1.19,0.33,2.08,"R",13,86.3,"R",0
88.2,2284,0.44,0.59,0.99,2.17,"R",-11,83.9,"R",0
96,2398,-0.85,1.68,0.05,2.19,"R",25,94.2,"L",0
84.3,2224,0.88,-0.15,0.57,2.3,"R",-50,60.7,"R",0
95,2315,-0.98,1.37,-0.41,2.54,"R",23,100,"L",0
90.1,2199,-1,1.39,-0.24,2.79,"R",4,98,"R",0
68.1,2036,0.9,1,0.46,2.27,"R",10,78.9,"R",0
91.2,2035,1.04,1.69,-0.16,2.55,"L",-23,94.8,"R",0
93.2,2371,0.92,1.05,-0.39,2.65,"L",69,80,"L",0
89.9,1912,-1.67,0.12,-0.62,2.16,"R",14,100,"L",0
78.1,2160.64251840943,0.36,-0.19,0.18,3.35,"R",44,80.5,"L",0
84.8,2702,0.74,-0.04,1.15,1.4,"R",-34,56.2,"R",0
92.8,2144,-1.33,0.69,0.46,2.48,"R",13,105,"R",0
91.3,2281,-1.09,1.13,-0.48,2.33,"R",0,111.6,"R",0
85.8,2016,0.64,1.12,-0.22,2.59,"L",-21,82.9,"R",0
93.6,2417,-1.14,0.99,0.13,2.26,"R",21,104.7,"R",1
94.5,2177,-1.07,1.65,-0.86,2.07,"R",57,80,"R",0
83.6,2056,-0.95,0.66,-0.28,2.41,"R",22,106.5,"L",1
98,2263,-1.47,1.13,-0.03,2.12,"R",23,97.8,"L",0
95.7,1994,-1.28,0.61,0.26,2.29,"R",31,85.6,"L",0
90.2,2396,0.61,1.74,-0.3,2.83,"L",34,99.8,"R",1
83.7,2047,0.25,0.36,0.65,1.44,"R",3,63.3,"R",0
84.3,2746,1.3,-0.12,0.49,2.3,"R",13,102.7,"R",0
89.4,2300,-0.54,1.27,0.29,2.78,"R",-26,92.2,"R",0
82.8,1990,-0.58,0.36,0.69,2.1,"L",-2,100.1,"R",0
100,2545,-0.13,1.6,0.51,2.11,"R",-21,82.9,"L",0
93.2,2173,-1.61,1.05,-0.9,1.47,"R",-2,102.5,"R",0
85.5,2325,0.24,1.14,-0.5,2.84,"L",30,101.2,"L",1
80.2,1433,-1.5,0.79,-0.57,1.66,"R",26,97.6,"L",1
81.1,2685,0.91,-0.37,-0.7,1.98,"R",32,81.3,"L",0
94.2,2194,0.55,-0.31,0.21,1.57,"L",2,107.8,"R",0
94.1,1819,0.78,1.12,0.25,2.88,"L",18,91.1,"R",0
97.4,2216,0.96,1.51,0.23,1.81,"L",-17,90.3,"R",0
90.7,2440,0.29,1.14,0.02,2.94,"R",11,105.1,"L",0
93.3,2355,-0.17,1.6,0.6,2.62,"R",20,96.8,"R",0
86.6,2715,-0.73,0.07,-0.36,2.39,"L",68,68.8,"R",0
89.7,1772,-1.86,0.72,-1.08,1.65,"R",19,90.5,"L",0
91.6,2551,0.19,1.06,-0.84,2.42,"L",-21,82.9,"R",0
95.6,2174,-0.96,1.19,0.31,1.5,"R",16,107.8,"L",0
92.9,2338,0.29,0.97,1.05,3.4,"R",-13,77.8,"R",0
79.8,2469,0.23,0.45,0.48,1.98,"R",20,88.6,"R",0
95.2,2275,-0.5,1.68,0.68,1.79,"R",-21,82.9,"L",0
93.4,2365,0.59,1.11,0.09,2.03,"L",-21,82.9,"L",0
88,2479,-0.29,0.25,0.29,2.54,"R",37,82.9,"R",0
91,2378,-1.01,0.93,-0.32,2.8,"R",-25,95.6,"L",0
92.9,2370,-0.84,1.6,-0.04,1.9,"R",14,102.3,"L",0
91.5,2267,0.14,1.25,-0.09,3.9,"R",-2,78.2,"L",0
80.1,2755,-1.29,0.08,-0.28,1.75,"L",6,104.8,"R",0
90.6,2312,-0.36,2,-0.04,3.26,"R",12,107.2,"R",0
96.7,2275,0.99,1.73,0.12,1.82,"L",-21,82.9,"L",0
89.3,2103,-0.88,1.86,-0.79,2.76,"R",42,91.2,"L",0
87.6,1705,-1.22,0.85,0.48,1.86,"R",11,107.6,"R",0
90.7,2026,0.85,1.16,-0.01,2.16,"L",3,111.2,"L",0
80.2,2933,1.22,-0.94,0.52,1.51,"R",0,95.8,"L",0
84.5,2386.72,0.67,0.23,0.1,2.79,"R",40,83.2,"R",0
90,2153,-1.35,1.44,-0.62,1.96,"R",-20,74.9,"R",0
93.1,2286,-1.47,1.09,-0.22,3.34,"R",17,103.1,"R",0
86.2,2053,1.29,-0.48,0.11,1.8,"L",1,99.2,"L",0
88.8,2411,-1.18,0.9,0.9,2.01,"R",7,95.2,"R",0
84.3,2392,-0.08,-0.3,0.59,2.41,"R",7,99.6,"R",0
91.2,2484,0.12,0.89,-0.12,3.53,"L",59,83.1,"R",0
96.9,2352,-1.27,1.17,-0.42,3.35,"R",18,75.2,"R",0
86,2474,0.52,0.98,0.44,2.9,"R",41,61.7,"L",0
94.8,2388,-0.63,1.68,0.38,1.58,"R",7,78.6,"L",0
93.3,2254,-1.59,0.75,0.76,1.82,"R",-12,103.3,"R",0
85.1,2201.97,0.7,0.61,-0.44,2.21,"R",2,106.9,"R",0
98.4,2348,-0.78,1.05,-0.28,2.54,"R",40,88.4,"R",0
92.1,2398,-0.93,1.71,0.5,2.91,"R",41,69.5,"L",0
96.1,2030,-0.24,1.29,0.61,2.63,"R",52,82.5,"R",0
97.6,2613,-0.73,1.49,0.16,2.26,"R",4,109.7,"R",0
91.1,2039,-1.74,0.48,-0.07,2.55,"R",28,91.4,"L",0
85.3,2601,0.45,0.64,0.24,2.09,"R",26,106.1,"R",1
96.9,2220,-0.25,1.61,0.98,2.94,"R",-33,48.5,"R",0
92.1,2411,-1.1,0.89,0.01,3.74,"R",60,70.2,"L",0
88.5,2308,-0.48,0.08,-0.47,2.89,"L",34,73.8,"R",0
92.1,2110,-0.55,1.92,-0.28,3.03,"R",58,89.8,"R",0
75.9,2238,-1.38,-0.27,-0.65,1.39,"L",11,72.3,"L",0
98.4,2539,0.59,0.94,-0.29,2.48,"L",-6,90.1,"R",0
86.8,2416,-0.54,0.51,0.33,2.75,"L",-14,100.4,"R",0
97.9,2373,-0.91,1.44,0.01,1.95,"R",7,105.5,"L",0
75.6,2783,-0.89,-0.98,-0.46,2.01,"L",-21,82.9,"R",0
90.1,2077,1.37,1.52,0.6,1.86,"L",-16,100.2,"R",0
92.4,2126,-0.68,1.46,0.2,3.44,"R",13,80.8,"L",0
79.4,2273,0.4,-0.03,0.7,1.74,"R",-11,60.8,"R",0
92.2,2202,-0.79,1.72,0.67,2.04,"R",-21,82.9,"R",0
81.4,2609,0.57,-0.47,0.19,2.4,"R",-21,94.2,"L",0
87.1,2506,-0.51,0.43,-0.03,2.98,"R",-20,81.9,"R",0
91.2,2178,1.35,0.99,0.62,4.03,"L",-1,94.3,"R",0
92.1,2316,-1.24,1.24,-0.05,2.56,"R",27,96.7,"L",0
91,1977,-1.2,1.16,-1.1,2.06,"R",-42,66.2,"R",0
90.3,2393,0.56,0.8,-0.72,2.92,"L",-24,73.4,"L",0
79.3,2035,0.01,-0.12,0.33,1.76,"L",-2,103.1,"R",0
93.9,2112,-1.35,0.79,-0.39,1.78,"R",13,110.7,"L",0
86.9,1587,-1.64,0.95,0.31,1.72,"R",-21,82.9,"R",0
97.7,2425,-0.47,1.33,0.32,3.23,"R",69,80,"L",0
91.4,2226,1.35,1.66,-0.6,2.23,"L",52,83.4,"R",0
88,1912,1.09,0.89,1.01,1.8,"L",-5,67.7,"R",0
93.4,2194,-1.06,1.06,0.32,2.32,"R",21,100.5,"L",0
95.2,1786,1.05,1.12,-0.19,1.79,"L",-21,82.9,"L",0
95.4,2274,0.29,1.31,-1.49,1.62,"L",9,80.8,"L",0
91.2,1870,-0.73,1.17,0.18,1.94,"R",-43,59.1,"R",0
80.7,1832,-0.66,0.74,0.4,1.84,"R",-11,75.1,"R",0
93.3,2374,0.1,1.13,-0.06,2.2,"R",14,106,"L",0
82.7,1675,-0.76,1.56,-0.48,2.79,"R",31,100.4,"L",1
88.2,2163,-0.96,1.22,-1.19,2.87,"R",69,80,"R",0
92.3,2288,-0.63,2.07,-0.82,3.77,"R",69,80,"R",0
90.9,2040,-0.82,1.12,-0.13,1.59,"R",-33,83,"R",0
87.6,2171,-1.89,1.14,0.31,1.69,"R",13,100.2,"L",0
81.6,1678,0.99,0.9,0.63,1.83,"L",36,72.6,"R",0
84.6,2520.6,0.35,-0.54,-0.47,1.8,"R",69,80,"R",0
91.2,1999,0.47,1.38,-0.01,3.88,"L",33,98.5,"R",1
89.9,2141,-1.15,1.21,-0.52,2.07,"R",24,90.9,"R",0
91.9,2361,-1,1.2,0.9,2.11,"R",1,79.1,"R",0
91,2737,0.51,0.09,0.29,2.53,"R",-5,89.8,"R",0
93.7,2188,0.84,1.33,-0.78,2.24,"L",12,104.2,"R",0
84.8,2224,-0.21,0.95,-0.51,2.1,"R",29,81.6,"L",0
91.3,1898,0.39,1.66,-0.09,2.61,"L",26,99,"L",0
89.8,2691,0.58,0.7,1.01,1.72,"R",-5,87.5,"R",0
93.8,2099,-0.62,1.26,-0.88,2.36,"R",25,74.8,"L",0
84.2,2287,0.36,0.46,0.15,2.08,"R",22,88.4,"L",0
95.2,2099,-1.2,1.51,-0.64,2.35,"R",-21,82.9,"R",0
90.4,1859,0.01,0.92,-0.89,3.35,"L",4,53.8,"R",0
86,1893,1.1,0.7,0.86,2.31,"L",22,101.1,"R",0
88.1,2489,0.01,0.41,-0.33,2.47,"R",33,102.2,"R",1
93.6,2206,-1.22,1.05,-0.48,1.27,"R",-21,82.9,"R",0
94.8,2031,-0.87,1.08,0.74,1.69,"R",-17,90.3,"L",0
90.3,1934,-1,0.46,-0.42,2.16,"R",0,79.4,"L",0
93,2116,-0.96,1.17,-0.04,1.94,"R",18,99.3,"R",0
85.2,2405,0.39,0.4,-0.86,2.61,"R",-6,95.8,"R",0
92.3,2081,-0.56,1.16,0.11,1.85,"R",-21,82.9,"R",0
78.8,2033,0.59,-0.2,-0.47,2.6,"R",0,83.6,"R",0
98,2380,-0.5,1.38,-0.09,2.88,"R",30,79.4,"R",0
91.4,1929,-0.75,1.22,-0.39,2.41,"R",21,104.6,"L",0
94.3,2170,-1.09,1.35,0.26,2.3,"R",38,80.1,"L",0
86.9,2117,-0.5,1.82,-0.55,2.1,"R",26,81.9,"L",0
91.8,2340,0.35,0.58,0.94,3.18,"R",44,53,"L",0
75.1,2935,0.66,-1.4,0.26,1.34,"R",-27,66.1,"L",0
83.5,1954,0.92,1.87,0.39,2.46,"L",25,99.5,"R",1
93.3,2267,-0.69,1.57,-0.31,3.08,"R",69,80,"R",0
93.7,2330,-0.74,0.89,-0.55,1.85,"R",28,84.6,"R",0
83.7,1489,-0.37,0.05,-0.26,1.41,"R",3,71.5,"L",0
90,2138,-1.11,1.37,0.45,3.82,"R",25.1118551088777,100.702775114002,"R",0
96.8,2080,-0.29,1.09,0.71,3.39,"R",73,74.4,"L",0
94,2434,-1.23,1.25,-0.2,2.05,"R",13,91,"R",0
91.7,2471,0.81,1.88,0.76,2.04,"L",14,107.2,"R",0
91.8,1855,-1.45,0.83,-1.22,2.95,"R",-45,45.4,"R",0
85.2,2485,0.36,0.65,0.44,2.09,"R",27,101.6,"R",1
79.6,2184,0.6,0.38,-0.2,2.66,"R",20,67.5,"R",0
88,1825,1.02,1.87,0.3,2.23,"L",14,102.9,"R",0
86.6,1889,-1.44,0.56,-0.85,2.14,"R",16,86,"L",0
95.8,2530,-0.99,1.07,-0.9,2.49,"R",20,92.3,"R",0
97,1948,-1.19,1.12,-0.76,2.46,"R",-15,95.3,"R",0
92.8,2211,-0.54,1.8,0.01,1.6,"R",-2,104.2,"L",0
91.2,2160,1.92,0.5,1.04,2.36,"L",-26,80.8,"R",0
95.9,2313,-0.83,1.37,0.05,2.41,"R",31,103.8,"R",1
85.7,2591,0.74,-0.08,0.16,1.69,"R",22,103.4,"R",1
97.9,1940,-1.16,1,0.28,2.33,"R",-11,106.4,"R",0
91.8,2067,1.76,0.83,0.46,2.06,"L",7,102.8,"R",0
96.6,2553,-0.74,1.83,0.38,2.27,"R",-47,66.1,"R",0
94.7,1936,0.87,1.23,-0.27,2.57,"L",59,96.5,"R",0
94.9,2271,0.29,1.38,0,1.45,"L",33,72.1,"L",0
91.2,2328,-0.4,0.84,0.63,2.62,"R",25,76.7,"L",0
85.8,2332.96,-0.03,0.23,0.37,2.18,"R",19,106,"L",0
96.6,2184,-1.11,1.02,-0.38,1.96,"R",2,93.9,"R",0
83.4,2671,-1.34,0.57,-0.42,2.33,"L",45,81.5,"R",0
92.1,2097,-1.42,0.63,-1.56,2.77,"R",-17,90.3,"R",0
81.8,1614,-1.02,1.15,-0.79,2.63,"R",69,80,"L",0
92,2437,0.67,1.61,-0.18,2.47,"L",-17,90.3,"R",0
96.1,2454,-1.17,1.23,0.15,2.02,"R",45,89.7,"R",0
85.3,1531,0.67,0.18,0.49,2.55,"L",53,88.9,"R",0
93,2127,0.35,1.97,0.9,2.12,"L",-21,82.9,"L",0
88.5,2188,-0.39,1.41,-1.33,3.72,"R",20.55,81.664,"R",0
89.6,2438,-0.63,1.19,-0.34,2.62,"R",53,84.8,"R",0
90.7,2263,-1.04,1.29,0.35,1.66,"R",8,98.4,"R",0
95.8,2223,0.78,1.34,0.1,2.43,"L",10,97.6,"R",0
93.1,2205,-1.07,1.26,0.06,2.8,"R",57,79.4,"L",0
93.3,2037,-0.44,1.04,0.54,2.61,"R",-6,97.7,"R",0
89.8,2479,0.01,0.79,0.18,2.35,"R",5,74,"L",0
86.2,1573,0.75,0.52,0.22,1.17,"L",-24,88,"R",0
94.7,1971,-1.11,0.92,-0.06,3.46,"R",40,84.1,"R",0
74.6,2764,0.7,-1.83,0.4,2,"R",7,96.3,"R",0
91.6,2002,-1.1,0.49,-1.14,3.11,"R",8,67.6,"R",0
93.1,2515,0.62,1.4,-1.05,2.17,"L",20,78.1,"R",0
83.5,2145,0.4,0.09,0.74,1.96,"R",29,80.5,"R",0
93.8,2049,1.16,0.7,0.92,2.19,"L",7,100.9,"R",0
86.9,1900,1.45,-0.17,-0.55,1.78,"L",-10,93.1,"L",0
80,1632,1.08,1.5,0.35,3.11,"L",39,91,"R",0
92.7,1997,1.03,1.1,0.2,2.55,"L",1,112.1,"R",0
71,2121,1.43,-0.57,0.07,1.91,"L",-48,38.5,"R",0
81.4,2301,1.08,-1.03,-0.07,2.73,"R",28,95.2,"R",0
91.6,2316,1.27,0.88,0.26,2.51,"L",15,82.1,"L",0
82.5,2429,-0.3,-0.16,0.58,1.3,"L",12,98.9,"L",0
83,1737,0.91,0.74,0.45,3.13,"L",72,83.5,"R",0
92,2016,-0.8,1.27,-0.59,2.5,"R",-14,77,"R",0
87.9,2127,-1.14,1.28,0.51,2.77,"R",32,92.6,"R",0
85.1,2372,-0.03,0.5,0.65,2.55,"R",-36,49.6,"R",0
80.8,2022,0.32,0.87,-0.45,2.2,"L",36,71.4,"R",0
87.5,2173,-0.32,1.12,-0.74,2.51,"R",46,85.8,"L",0
89.8,2077,-1.24,1.04,-0.09,2.08,"R",9,103.1,"L",0
94.2,2188,-0.63,1.14,0.03,3.18,"R",0,85.5,"L",0
83.7,2592,0.47,0.82,0.82,2.27,"R",19,99.8,"R",0
77.3,2759,-1.13,-0.74,0.24,1.53,"L",9,75,"R",0
84.6,1390,-1.32,0.63,-0.16,2.62,"R",7,100,"L",0
91.5,1935,-0.82,1.09,0.2,2.51,"R",3,106,"R",0
91.2,2231,0.48,1.32,-0.38,1.92,"L",57,79,"R",0
92.7,2162,-0.54,1.25,0.71,3.24,"R",-1,97.6,"R",0
92.1,2419,-0.95,1.56,0.45,3.17,"R",-4,100.6,"L",0
91.9,2063,-0.37,1.33,-0.1,2.1,"R",30,102.8,"R",1
95,2602,-0.24,0.94,-0.05,2.15,"R",19,100.3,"R",0
95.6,2297,-1.56,0.7,0.81,2,"R",-21,82.9,"R",0
73.7,2739,-1.36,-1.11,0.12,2.56,"L",-27,77.4,"R",0
85.2,1345,-1.25,1.12,-0.38,2.68,"R",51,57.3,"R",0
94.5,2153,-1.23,0.91,0.36,2.8,"R",85,82.1,"L",0
91.1,2227,-0.9,1.54,-0.38,3.19,"R",23,103.4,"L",1
99.8,2491,-0.68,1.39,0.35,3.01,"R",-8,94.2,"R",0
90.5,2247,0.14,0.57,0.21,3.42,"R",25.8516666666667,102.6238,"R",0
92.7,2220,-0.01,1.52,0.07,2.1,"L",-21,82.9,"R",0
82.3,2348,-0.64,0.48,-0.86,2.04,"L",-28,61.3,"L",0
88.3,2421,1.4,0.9,1.03,2.45,"L",0,67.1,"R",0
93.3,2118,0.68,1.31,0.83,1.7,"L",43,94,"L",0
89.9,2164,-1.47,1.03,-0.3,2.1,"R",19,106,"L",0
86.2,2376.28012195122,0.53,-0.03,1.64,2.75,"R",27,61.7,"R",0
79.8,1681,-0.56,0.52,-0.62,2.62,"L",-1,88.6,"R",0
92.1,2085,-0.94,1.09,-0.98,2.55,"R",16,76.3,"R",0
84.5,2393,0.45,1.07,0.69,2.15,"R",-17,90.3,"L",0
93.2,2266,-1.22,1.72,-0.18,2.64,"R",-30,85.3,"R",0
87.3,1854,0.42,0.41,0,2.28,"L",3,92.9,"L",0
84.6,2168,0.07,-0.09,0.86,2.12,"R",-30,72.9,"R",0
90.8,2246,-0.54,1.21,-0.59,1.99,"R",1,103.3,"L",0
88.9,2103,-1.68,0.69,0.43,3.47,"R",20.72,97.899,"R",0
83.3,1389,-0.66,0.89,-0.42,2.44,"R",37,89.6,"L",0
91.5,2033,-0.75,1.4,0.89,2.24,"R",7,99.2,"R",0
85.9,2190,0.36,1.66,-1.08,2.63,"L",21,76.4,"R",0
90.4,2070,-0.87,1.25,0.34,1.66,"R",17,103,"R",0
89.5,2107,-1.58,-0.18,-0.91,2.44,"R",-48,47,"R",0
95.1,2126,-0.38,1.43,1.06,2.27,"R",3,95.4,"R",0
78.1,2635,-0.82,0.48,0.33,2.54,"L",69,80,"L",0
95.4,2567,-1.11,1.64,-0.56,2.28,"R",2,65.1,"R",0
83.3,2276,0.16,-0.01,0.67,2.52,"R",4,107.4,"R",0
85.9,2763,1.14,0.58,0.33,1.99,"R",-15,56,"R",0
94,2152,-0.77,1.35,1.45,3.68,"R",-9,89,"R",0
95.4,2392,-1.11,1.18,0.12,1.84,"R",34,97.4,"L",0
84.4,1871,-1.23,0.32,-0.1,1.7,"R",26,102.8,"L",1
92.5,2165,-0.44,1.04,0.15,3.43,"R",12,100.8,"R",0
87.5,2273,-0.19,0.53,0.8,2,"R",11,90.7,"R",0
94,2491,0.77,0.92,0.88,1.94,"L",-7,91.9,"R",0
88.8,2132,0.39,0.88,-0.66,2.69,"L",-17,64.6,"L",0
92.5,1987,-0.89,1.1,-0.27,1.66,"R",13,103,"R",0
98,2448,-1.28,1.39,0.02,1.47,"R",19,93.8,"L",0
97.4,2158,0.77,1.09,0.42,1.89,"L",-9,84.9,"R",0
90.3,2063,1,0.04,0.8,1.73,"L",-54,52.2,"R",0
85.7,2509.7883037694,0.7,-0.2,0.97,2.16,"R",-4,99.3,"R",0
74.7,2511,-0.76,-0.26,-0.15,2.08,"L",2,103.9,"R",0
89.7,2269,-0.04,1.17,0.46,2.5,"R",23,99.2,"R",0
96.4,2293,-1.36,1.21,-0.64,3.07,"R",-20,96.8,"L",0
92,2285,-1.45,0.6,0.04,2.78,"R",-17,90.3,"R",0
92.1,2127,-1.47,1.19,-0.06,2.26,"R",12,89.8,"L",0
92.6,2089,-1.36,0.29,0.17,1.31,"R",-22,89.1,"R",0
87.7,2327,-0.57,0.87,-1.18,3.19,"L",29,84.1,"R",0
92.2,2145,0.54,1.33,-0.1,3.13,"L",37,99.5,"L",1
83,2248,1.37,1.04,-0.26,2.52,"L",29,95.9,"R",0
92.1,2252,0.42,1.19,0.15,2.09,"L",37,86,"R",0
91.8,2286,-0.14,1.81,-0.34,2.31,"L",21,87.8,"R",0
94.3,2103,-0.81,1.38,0.6,2.39,"R",-48,63.8,"R",0
85.2,1802,-1.3,1.05,-0.34,3.12,"R",26,110,"L",1
86.7,1784,1.16,0.86,0.78,1.93,"L",9,75.9,"R",0
80.1,1900,1.16,1.5,0.22,2.02,"L",45,80.4,"R",0
86.9,2563,0.46,0.48,0.45,1.5,"R",-26,61.9,"R",0
81.1,2330,0.81,0.83,0.12,2.66,"R",4,70.9,"R",0
87.2,1301,1.32,-0.05,0.31,2.45,"L",27,89.7,"R",0
89.8,2253,0.68,1.01,0.98,3.71,"L",35,72.4,"L",0
95.7,2484,-1.04,1.4,0.1,2.68,"R",40,75.8,"L",0
77.7,2361,0.78,0.06,0.37,2,"R",22,99.9,"L",1
80.5,2508,-0.45,-0.73,-0.08,2.48,"L",12,103.3,"L",0
86.6,1907,-0.09,0.99,-0.2,1.7,"L",-1,89,"R",0
96.2,2431,-1.13,1.49,-0.82,2.84,"R",23,106.5,"R",1
97.4,2589,-0.92,1.19,0.54,2.97,"R",69,80,"R",0
94.8,2389,-0.53,1.52,1.02,2.97,"R",42,75.3,"R",0
92.5,2249,0.69,1.26,-0.69,2.36,"L",70,91.7,"R",0
80.2,2577,0.29,-0.32,0.09,1.98,"R",-3,102.5,"R",0
95.5,2229,-0.38,1.45,-0.31,1.56,"R",28,93.8,"L",0
78.7,2439,1.13,-0.69,0.04,1.82,"R",5,106.4,"L",0
88.3,2029,1.19,1.59,0.48,2.4,"L",28,76.6,"R",0
92.3,2424,0.04,0.66,-0.89,3.34,"R",21,80,"R",0
86,2278,-0.37,1.5,-0.66,1.95,"L",12,97.1,"L",0
95,2071,-0.56,1.35,0.35,2.29,"R",2,85,"R",0
89.8,1973,1.06,0.27,0.02,1.66,"L",-21,82.9,"R",0
83.2,2453,0.93,0.22,0.36,1.13,"R",-3,54.8,"R",0
80.3,2797,1.28,-0.56,0.64,2.09,"R",11,93,"R",0
93.2,2121,-1.16,0.96,-0.89,2.23,"R",13,87.5,"L",0
90.3,2240,0.88,1.78,0.22,2.36,"L",28,82,"L",0
87.7,2370,1.42,1.02,1.07,2.67,"L",30,73.7,"R",0
78.8,2014,1.54,0.16,-0.05,2.79,"L",31,105,"L",1
92.6,2449,-1.56,0.18,-0.97,1.9,"R",-52,57.4,"L",0
70.8,2208,-0.17,1.32,-0.57,2.3,"R",1,85.8,"L",0
90.1,2290,0.79,0.84,0.24,2.94,"L",18,99.6,"R",0
92,2116,-0.57,2.33,0.57,2.84,"R",14,105,"L",0
92,2132,-0.92,1,-0.34,1.99,"R",24,104.4,"L",1
90.9,2276,0.73,0.61,0.18,2.1,"L",8,107.6,"R",0
82.8,1708,-1.13,0.95,0.41,1.58,"R",50,88.6,"L",0
92.3,2053,0.5,1.32,-0.14,2.19,"L",4,101,"R",0
92.6,2168,0.71,0.44,0.74,2.14,"L",-21,82.9,"R",0
95.7,2466,-1.1,1.2,0.58,2.78,"R",69,80,"R",0
95.3,2361,-1.75,0.26,-0.58,2.52,"R",26,93.1,"L",0
94.1,2137,-0.77,1.39,-0.04,3.01,"R",1,97.3,"L",0
87,2275,-0.08,0.06,0.76,2.12,"R",10,103.4,"R",0
90.3,2094,-1.42,0.53,0.07,2.57,"R",-43,42,"L",0
86.9,1770,-1.54,0.36,0.32,2.1,"R",65,82.9,"L",0
91.6,2402,0.91,1.7,-0.41,2.5,"L",42,93.1,"L",0
82.8,2183,-0.1,0.52,-0.27,1.46,"R",27,102.3,"L",1
87.2,2388,0.23,0.46,0.35,2.95,"R",13,98.5,"L",0
94.9,2246,-0.7,1.32,-0.3,3.47,"R",-10,91.9,"L",0
85.6,2098,-0.27,2.48,1.2,2.8,"R",33,107.3,"R",0
92.9,1969,-0.76,1.64,0.03,2.35,"R",15,104.1,"L",0
95.9,2236,-0.76,1.18,0.27,1.92,"R",25,38.9,"R",0
79.5,2012,-0.59,2.14,-0.35,4.06,"R",-14,91.2,"L",0
72.9,2207,-0.87,-0.2,-0.85,1.02,"L",-21,82.9,"L",0
95,1990,-1.41,1.38,-0.31,2.53,"R",-14,81.8,"R",0
85.4,2124,-0.64,0.35,-0.35,1.95,"L",29,100.1,"R",1
81.3,2170,0.02,0.31,0.43,2.42,"R",-21,82.9,"R",0
90.8,1651,-1.29,0.57,-0.68,2.28,"R",16,82.5,"L",0
97.8,2518,-0.09,1.37,0.11,3.3,"R",18,102.1,"R",0
95.5,2045,-1.58,1.21,0.32,2.07,"R",-7,102.4,"L",0
93.3,2274,1.35,0.65,0.49,2.29,"L",12,98.4,"R",0
83.8,2236,0.24,0.06,-0.46,3.17,"R",1,87.6,"R",0
90.9,1979,0.66,1.44,-0.65,2.29,"L",20,91.9,"R",0
93.9,2207,-1.34,1.23,0.22,3.02,"R",69,80,"R",0
83.2,2361,-0.07,-0.1,-0.61,1.63,"R",-11,84.5,"L",0
85.1,2463,0.11,0.27,0.72,2.66,"R",44,94.1,"R",0
91,2207,-0.95,1.72,0.39,2.96,"R",-38,70.2,"R",0
78.9,1415,-0.61,0.41,0.52,2.36,"R",-8,92,"L",0
88.2,2086,-0.87,0.7,-0.27,2.36,"R",19,95.1,"L",0
86,2230,0.12,0.76,0.09,2.53,"R",10,100.1,"R",0
88,2439,-0.92,1.16,-0.5,2.17,"R",7,92.3,"L",0
93.2,2215,-1.25,0.71,-0.53,2.22,"R",56,92.8,"R",0
90.8,2193,-1,1.48,0.06,2.36,"R",39,82.8,"L",0
84.9,1839,-1.47,-0.04,-0.95,1.85,"R",15,96.4,"L",0
91.7,1978,0.41,1.52,0.42,2.72,"L",10,59.4,"L",0
83.9,2163,-0.03,0.46,0.41,1.06,"R",22,81.1,"L",0
96.8,2332,-1.06,1.58,-0.63,1.32,"R",-21,82.9,"R",0
93.5,2349,0.49,1.72,-0.6,2.35,"L",63,85.5,"R",0
90.2,2191,-0.79,1.45,0.19,2.17,"R",43,88.7,"L",0
